item,condition,list,position_in_list,sentence,shape_top_1,shape_bottom_1,colour1_top_1,colour2_top_1,colour1_bottom_1,colour2_bottom_1,n_colour1_top_1,n_colour2_top_1,n_colour1_bottom_1,n_colour2_bottom_1,first_picture_label,second_picture_label,position_mentioned_object,zero,color1,color2,color3,color4,picture_type_A,picture_type_B,shape_top_2,shape_bottom_2,colour1_top_2,colour2_top_2,colour1_bottom_2,colour2_bottom_2,n_colour1_top_2,n_colour2_top_2,n_colour1_bottom_2,n_colour2_bottom_2,correct_card
35,2,3,180,Each of the crosses is black or purple.,heart,cross,blue,orange,black,purple,0,4,3,1,35362,35361,bottom,no,orange,black,purple,blue,2,1,heart,cross,orange,black,purple,blue,0,4,1,3,First
35,2,3,181,Fewer than three  of the hearts are blue.,heart,cross,orange,purple,blue,black,0,4,2,2,35363,5,top,no,orange,black,purple,blue,3,5,better,,,,,,,,,,First
36,1,4,180,Each of the hearts is purple or orange.,heart,cross,blue,orange,black,purple,0,4,3,1,35362,35361,top,yes,orange,black,purple,blue,2,1,heart,cross,orange,black,purple,blue,0,4,1,3,First
36,1,4,181,Fewer than three  of the crosses are blue.,heart,cross,black,blue,purple,orange,2,2,4,0,35364,5,bottom,yes,orange,black,purple,blue,4,5,better,,,,,,,,,,First
36,2,1,180,Each of the crosses is purple or blue.,heart,cross,orange,black,purple,blue,0,4,1,3,35361,35362,bottom,no,orange,black,purple,blue,1,2,heart,cross,blue,orange,black,purple,0,4,3,1,First
36,2,1,181,Fewer than three  of the hearts are purple.,heart,cross,black,blue,purple,orange,2,2,4,0,35364,5,top,no,orange,black,purple,blue,4,5,better,,,,,,,,,,First
37,1,3,190,Each of the squares is yellow or green.,square,triangle,brown,green,pink,yellow,0,4,1,3,37381,37382,top,yes,brown,green,pink,yellow,1,2,square,triangle,yellow,brown,green,pink,0,4,3,1,First
37,1,3,191,Fewer than three  of the triangles are pink.,square,triangle,brown,pink,yellow,green,0,4,2,2,37383,5,bottom,yes,brown,green,pink,yellow,3,5,better,,,,,,,,,,First
37,2,4,190,Each of the triangles is green or pink.,square,triangle,yellow,brown,green,pink,0,4,3,1,37382,37381,bottom,no,brown,green,pink,yellow,2,1,square,triangle,brown,green,pink,yellow,0,4,1,3,First
37,2,4,191,Fewer than three  of the squares are yellow.,square,triangle,brown,pink,yellow,green,0,4,2,2,37383,5,top,no,brown,green,pink,yellow,3,5,better,,,,,,,,,,First
38,1,1,190,Each of the squares is pink or brown.,square,triangle,yellow,brown,green,pink,0,4,3,1,37382,37381,top,yes,brown,green,pink,yellow,2,1,square,triangle,brown,green,pink,yellow,0,4,1,3,First
38,1,1,191,Fewer than three  of the triangles are yellow.,square,triangle,green,yellow,pink,brown,2,2,4,0,37384,5,bottom,yes,brown,green,pink,yellow,4,5,better,,,,,,,,,,First
38,2,2,190,Each of the triangles is pink or yellow.,square,triangle,brown,green,pink,yellow,0,4,1,3,37381,37382,bottom,no,brown,green,pink,yellow,1,2,square,triangle,yellow,brown,green,pink,0,4,3,1,First
38,2,2,191,Fewer than three  of the squares are pink.,square,triangle,green,yellow,pink,brown,2,2,4,0,37384,5,top,no,brown,green,pink,yellow,4,5,better,,,,,,,,,,First
39,1,4,200,Each of the squares is turquoise or grey.,square,heart,green,grey,purple,turquoise,0,4,1,3,39401,39402,top,yes,green,grey,purple,turquoise,1,2,square,heart,turquoise,green,grey,purple,0,4,3,1,First
39,1,4,201,Fewer than three  of the hearts are purple.,square,heart,green,purple,turquoise,grey,0,4,2,2,39403,5,bottom,yes,green,grey,purple,turquoise,3,5,better,,,,,,,,,,First
39,2,1,200,Each of the hearts is grey or purple.,square,heart,turquoise,green,grey,purple,0,4,3,1,39402,39401,bottom,no,green,grey,purple,turquoise,2,1,square,heart,green,grey,purple,turquoise,0,4,1,3,First
39,2,1,201,Fewer than three  of the squares are turquoise.,square,heart,green,purple,turquoise,grey,0,4,2,2,39403,5,top,no,green,grey,purple,turquoise,3,5,better,,,,,,,,,,First
40,1,2,200,Each of the squares is purple or green.,square,heart,turquoise,green,grey,purple,0,4,3,1,39402,39401,top,yes,green,grey,purple,turquoise,2,1,square,heart,green,grey,purple,turquoise,0,4,1,3,First
40,1,2,201,Fewer than three  of the hearts are turquoise.,square,heart,grey,turquoise,purple,green,2,2,4,0,39404,5,bottom,yes,green,grey,purple,turquoise,4,5,better,,,,,,,,,,First
40,2,3,200,Each of the hearts is purple or turquoise.,square,heart,green,grey,purple,turquoise,0,4,1,3,39401,39402,bottom,no,green,grey,purple,turquoise,1,2,square,heart,turquoise,green,grey,purple,0,4,3,1,First
40,2,3,201,Fewer than three  of the squares are purple.,square,heart,grey,turquoise,purple,green,2,2,4,0,39404,5,top,no,green,grey,purple,turquoise,4,5,better,,,,,,,,,,First
41,1,1,210,Each of the squares is orange or grey.,square,cross,blue,grey,brown,orange,0,4,1,3,41421,41422,top,yes,blue,grey,brown,orange,1,2,square,cross,orange,blue,grey,brown,0,4,3,1,First
41,1,1,211,Fewer than three  of the crosses are brown.,square,cross,blue,brown,orange,grey,0,4,2,2,41423,5,bottom,yes,blue,grey,brown,orange,3,5,better,,,,,,,,,,First
41,2,2,210,Each of the crosses is grey or brown.,square,cross,orange,blue,grey,brown,0,4,3,1,41422,41421,bottom,no,blue,grey,brown,orange,2,1,square,cross,blue,grey,brown,orange,0,4,1,3,First
41,2,2,211,Fewer than three  of the squares are orange.,square,cross,blue,brown,orange,grey,0,4,2,2,41423,5,top,no,blue,grey,brown,orange,3,5,better,,,,,,,,,,First
42,1,3,210,Each of the squares is brown or blue.,square,cross,orange,blue,grey,brown,0,4,3,1,41422,41421,top,yes,blue,grey,brown,orange,2,1,square,cross,blue,grey,brown,orange,0,4,1,3,First
42,1,3,211,Fewer than three  of the crosses are orange.,square,cross,grey,orange,brown,blue,2,2,4,0,41424,5,bottom,yes,blue,grey,brown,orange,4,5,better,,,,,,,,,,First
42,2,4,210,Each of the crosses is brown or orange.,square,cross,blue,grey,brown,orange,0,4,1,3,41421,41422,bottom,no,blue,grey,brown,orange,1,2,square,cross,orange,blue,grey,brown,0,4,3,1,First
42,2,4,211,Fewer than three  of the squares are brown.,square,cross,grey,orange,brown,blue,2,2,4,0,41424,5,top,no,blue,grey,brown,orange,4,5,better,,,,,,,,,,First
43,1,2,220,Each of the crosses is orange or purple.,cross,triangle,black,purple,blue,orange,0,4,1,3,43441,43442,top,yes,black,purple,blue,orange,1,2,cross,triangle,orange,black,purple,blue,0,4,3,1,First
43,1,2,221,Fewer than three  of the triangles are blue.,cross,triangle,black,blue,orange,purple,0,4,2,2,43443,5,bottom,yes,black,purple,blue,orange,3,5,better,,,,,,,,,,First
43,2,3,220,Each of the triangles is purple or blue.,cross,triangle,orange,black,purple,blue,0,4,3,1,43442,43441,bottom,no,black,purple,blue,orange,2,1,cross,triangle,black,purple,blue,orange,0,4,1,3,First
43,2,3,221,Fewer than three  of the crosses are orange.,cross,triangle,black,blue,orange,purple,0,4,2,2,43443,5,top,no,black,purple,blue,orange,3,5,better,,,,,,,,,,First
44,1,4,220,Each of the crosses is blue or black.,cross,triangle,orange,black,purple,blue,0,4,3,1,43442,43441,top,yes,black,purple,blue,orange,2,1,cross,triangle,black,purple,blue,orange,0,4,1,3,First
44,1,4,221,Fewer than three  of the triangles are orange.,cross,triangle,purple,orange,blue,black,2,2,4,0,43444,5,bottom,yes,black,purple,blue,orange,4,5,better,,,,,,,,,,First
44,2,1,220,Each of the triangles is blue or orange.,cross,triangle,black,purple,blue,orange,0,4,1,3,43441,43442,bottom,no,black,purple,blue,orange,1,2,cross,triangle,orange,black,purple,blue,0,4,3,1,First
44,2,1,221,Fewer than three  of the crosses are blue.,cross,triangle,purple,orange,blue,black,2,2,4,0,43444,5,top,no,black,purple,blue,orange,4,5,better,,,,,,,,,,First
45,1,3,230,Each of the crosses is brown or pink.,cross,heart,green,pink,yellow,brown,0,4,1,3,45461,45462,top,yes,green,pink,yellow,brown,1,2,cross,heart,brown,green,pink,yellow,0,4,3,1,First
45,1,3,231,Fewer than three  of the hearts are yellow.,cross,heart,green,yellow,brown,pink,0,4,2,2,45463,5,bottom,yes,green,pink,yellow,brown,3,5,better,,,,,,,,,,First
45,2,4,230,Each of the hearts is pink or yellow.,cross,heart,brown,green,pink,yellow,0,4,3,1,45462,45461,bottom,no,green,pink,yellow,brown,2,1,cross,heart,green,pink,yellow,brown,0,4,1,3,First
45,2,4,231,Fewer than three  of the crosses are brown.,cross,heart,green,yellow,brown,pink,0,4,2,2,45463,5,top,no,green,pink,yellow,brown,3,5,better,,,,,,,,,,First
46,1,1,230,Each of the crosses is yellow or green.,cross,heart,brown,green,pink,yellow,0,4,3,1,45462,45461,top,yes,green,pink,yellow,brown,2,1,cross,heart,green,pink,yellow,brown,0,4,1,3,First
46,1,1,231,Fewer than three  of the hearts are brown.,cross,heart,pink,brown,yellow,green,2,2,4,0,45464,5,bottom,yes,green,pink,yellow,brown,4,5,better,,,,,,,,,,First
46,2,2,230,Each of the hearts is yellow or brown.,cross,heart,green,pink,yellow,brown,0,4,1,3,45461,45462,bottom,no,green,pink,yellow,brown,1,2,cross,heart,brown,green,pink,yellow,0,4,3,1,First
46,2,2,231,Fewer than three  of the crosses are yellow.,cross,heart,pink,brown,yellow,green,2,2,4,0,45464,5,top,no,green,pink,yellow,brown,4,5,better,,,,,,,,,,First
47,1,4,240,Each of the crosses is green or purple.,cross,square,grey,purple,turquoise,green,0,4,1,3,47481,47482,top,yes,grey,purple,turquoise,green,1,2,cross,square,green,grey,purple,turquoise,0,4,3,1,First
47,1,4,241,Fewer than three  of the squares are turquoise.,cross,square,grey,turquoise,green,purple,0,4,2,2,47483,5,bottom,yes,grey,purple,turquoise,green,3,5,better,,,,,,,,,,First
47,2,1,240,Each of the squares is purple or turquoise.,cross,square,green,grey,purple,turquoise,0,4,3,1,47482,47481,bottom,no,grey,purple,turquoise,green,2,1,cross,square,grey,purple,turquoise,green,0,4,1,3,First
47,2,1,241,Fewer than three  of the crosses are green.,cross,square,grey,turquoise,green,purple,0,4,2,2,47483,5,top,no,grey,purple,turquoise,green,3,5,better,,,,,,,,,,First
48,1,2,240,Each of the crosses is turquoise or grey.,cross,square,green,grey,purple,turquoise,0,4,3,1,47482,47481,top,yes,grey,purple,turquoise,green,2,1,cross,square,grey,purple,turquoise,green,0,4,1,3,First
48,1,2,241,Fewer than three  of the squares are green.,cross,square,purple,green,turquoise,grey,2,2,4,0,47484,5,bottom,yes,grey,purple,turquoise,green,4,5,better,,,,,,,,,,First
48,2,3,240,Each of the squares is turquoise or green.,cross,square,grey,purple,turquoise,green,0,4,1,3,47481,47482,bottom,no,grey,purple,turquoise,green,1,2,cross,square,green,grey,purple,turquoise,0,4,3,1,First
48,2,3,241,Fewer than three  of the crosses are turquoise.,cross,square,purple,green,turquoise,grey,2,2,4,0,47484,5,top,no,grey,purple,turquoise,green,4,5,better,,,,,,,,,,First
49,1,1,250,Each of the triangles is blue or brown.,triangle,heart,grey,brown,orange,blue,0,4,1,3,49501,49502,top,yes,grey,brown,orange,blue,1,2,triangle,heart,blue,grey,brown,orange,0,4,3,1,First
49,1,1,251,Fewer than three  of the hearts are orange.,triangle,heart,grey,orange,blue,brown,0,4,2,2,49503,5,bottom,yes,grey,brown,orange,blue,3,5,better,,,,,,,,,,First
49,2,2,250,Each of the hearts is brown or orange.,triangle,heart,blue,grey,brown,orange,0,4,3,1,49502,49501,bottom,no,grey,brown,orange,blue,2,1,triangle,heart,grey,brown,orange,blue,0,4,1,3,First
49,2,2,251,Fewer than three  of the triangles are blue.,triangle,heart,grey,orange,blue,brown,0,4,2,2,49503,5,top,no,grey,brown,orange,blue,3,5,better,,,,,,,,,,First
50,1,3,250,Each of the triangles is orange or grey.,triangle,heart,blue,grey,brown,orange,0,4,3,1,49502,49501,top,yes,grey,brown,orange,blue,2,1,triangle,heart,grey,brown,orange,blue,0,4,1,3,First
50,1,3,251,Fewer than three  of the hearts are blue.,triangle,heart,brown,blue,orange,grey,2,2,4,0,49504,5,bottom,yes,grey,brown,orange,blue,4,5,better,,,,,,,,,,First
50,2,4,250,Each of the hearts is orange or blue.,triangle,heart,grey,brown,orange,blue,0,4,1,3,49501,49502,bottom,no,grey,brown,orange,blue,1,2,triangle,heart,blue,grey,brown,orange,0,4,3,1,First
50,2,4,251,Fewer than three  of the triangles are orange.,triangle,heart,brown,blue,orange,grey,2,2,4,0,49504,5,top,no,grey,brown,orange,blue,4,5,better,,,,,,,,,,First
51,1,2,260,Each of the triangles is black or blue.,triangle,square,purple,blue,orange,black,0,4,1,3,51521,51522,top,yes,purple,blue,orange,black,1,2,triangle,square,black,purple,blue,orange,0,4,3,1,First
51,1,2,261,Fewer than three  of the squares are orange.,triangle,square,purple,orange,black,blue,0,4,2,2,51523,5,bottom,yes,purple,blue,orange,black,3,5,better,,,,,,,,,,First
51,2,3,260,Each of the squares is blue or orange.,triangle,square,black,purple,blue,orange,0,4,3,1,51522,51521,bottom,no,purple,blue,orange,black,2,1,triangle,square,purple,blue,orange,black,0,4,1,3,First
51,2,3,261,Fewer than three  of the triangles are black.,triangle,square,purple,orange,black,blue,0,4,2,2,51523,5,top,no,purple,blue,orange,black,3,5,better,,,,,,,,,,First
52,1,4,260,Each of the triangles is orange or purple.,triangle,square,black,purple,blue,orange,0,4,3,1,51522,51521,top,yes,purple,blue,orange,black,2,1,triangle,square,purple,blue,orange,black,0,4,1,3,First
52,1,4,261,Fewer than three  of the squares are black.,triangle,square,blue,black,orange,purple,2,2,4,0,51524,5,bottom,yes,purple,blue,orange,black,4,5,better,,,,,,,,,,First
52,2,1,260,Each of the squares is orange or black.,triangle,square,purple,blue,orange,black,0,4,1,3,51521,51522,bottom,no,purple,blue,orange,black,1,2,triangle,square,black,purple,blue,orange,0,4,3,1,First
52,2,1,261,Fewer than three  of the triangles are orange.,triangle,square,blue,black,orange,purple,2,2,4,0,51524,5,top,no,purple,blue,orange,black,4,5,better,,,,,,,,,,First
53,1,3,270,Each of the triangles is green or yellow.,triangle,cross,pink,yellow,brown,green,0,4,1,3,53541,53542,top,yes,pink,yellow,brown,green,1,2,triangle,cross,green,pink,yellow,brown,0,4,3,1,First
53,1,3,271,Fewer than three  of the crosses are brown.,triangle,cross,pink,brown,green,yellow,0,4,2,2,53543,5,bottom,yes,pink,yellow,brown,green,3,5,better,,,,,,,,,,First
53,2,4,270,Each of the crosses is yellow or brown.,triangle,cross,green,pink,yellow,brown,0,4,3,1,53542,53541,bottom,no,pink,yellow,brown,green,2,1,triangle,cross,pink,yellow,brown,green,0,4,1,3,First
53,2,4,271,Fewer than three  of the triangles are green.,triangle,cross,pink,brown,green,yellow,0,4,2,2,53543,5,top,no,pink,yellow,brown,green,3,5,better,,,,,,,,,,First
54,1,1,270,Each of the triangles is brown or pink.,triangle,cross,green,pink,yellow,brown,0,4,3,1,53542,53541,top,yes,pink,yellow,brown,green,2,1,triangle,cross,pink,yellow,brown,green,0,4,1,3,First
54,1,1,271,Fewer than three  of the crosses are green.,triangle,cross,yellow,green,brown,pink,2,2,4,0,53544,5,bottom,yes,pink,yellow,brown,green,4,5,better,,,,,,,,,,First
54,2,2,270,Each of the crosses is brown or green.,triangle,cross,pink,yellow,brown,green,0,4,1,3,53541,53542,bottom,no,pink,yellow,brown,green,1,2,triangle,cross,green,pink,yellow,brown,0,4,3,1,First
54,2,2,271,Fewer than three  of the triangles are brown.,triangle,cross,yellow,green,brown,pink,2,2,4,0,53544,5,top,no,pink,yellow,brown,green,4,5,better,,,,,,,,,,First
55,1,4,280,Each of the hearts is grey or turquoise.,heart,triangle,purple,turquoise,green,grey,0,4,1,3,55561,55562,top,yes,purple,turquoise,green,grey,1,2,heart,triangle,grey,purple,turquoise,green,0,4,3,1,First
55,1,4,281,Fewer than three  of the triangles are green.,heart,triangle,purple,green,grey,turquoise,0,4,2,2,55563,5,bottom,yes,purple,turquoise,green,grey,3,5,better,,,,,,,,,,First
55,2,1,280,Each of the triangles is turquoise or green.,heart,triangle,grey,purple,turquoise,green,0,4,3,1,55562,55561,bottom,no,purple,turquoise,green,grey,2,1,heart,triangle,purple,turquoise,green,grey,0,4,1,3,First
55,2,1,281,Fewer than three  of the hearts are grey.,heart,triangle,purple,green,grey,turquoise,0,4,2,2,55563,5,top,no,purple,turquoise,green,grey,3,5,better,,,,,,,,,,First
56,1,2,280,Each of the hearts is green or purple.,heart,triangle,grey,purple,turquoise,green,0,4,3,1,55562,55561,top,yes,purple,turquoise,green,grey,2,1,heart,triangle,purple,turquoise,green,grey,0,4,1,3,First
56,1,2,281,Fewer than three  of the triangles are grey.,heart,triangle,turquoise,grey,green,purple,2,2,4,0,55564,5,bottom,yes,purple,turquoise,green,grey,4,5,better,,,,,,,,,,First
56,2,3,280,Each of the triangles is green or grey.,heart,triangle,purple,turquoise,green,grey,0,4,1,3,55561,55562,bottom,no,purple,turquoise,green,grey,1,2,heart,triangle,grey,purple,turquoise,green,0,4,3,1,First
56,2,3,281,Fewer than three  of the hearts are green.,heart,triangle,turquoise,grey,green,purple,2,2,4,0,55564,5,top,no,purple,turquoise,green,grey,4,5,better,,,,,,,,,,First
57,1,1,290,Each of the hearts is grey or orange.,heart,square,brown,orange,blue,grey,0,4,1,3,57581,57582,top,yes,brown,orange,blue,grey,1,2,heart,square,grey,brown,orange,blue,0,4,3,1,First
57,1,1,291,Fewer than three  of the squares are blue.,heart,square,brown,blue,grey,orange,0,4,2,2,57583,5,bottom,yes,brown,orange,blue,grey,3,5,better,,,,,,,,,,First
57,2,2,290,Each of the squares is orange or blue.,heart,square,grey,brown,orange,blue,0,4,3,1,57582,57581,bottom,no,brown,orange,blue,grey,2,1,heart,square,brown,orange,blue,grey,0,4,1,3,First
57,2,2,291,Fewer than three  of the hearts are grey.,heart,square,brown,blue,grey,orange,0,4,2,2,57583,5,top,no,brown,orange,blue,grey,3,5,better,,,,,,,,,,First
58,1,3,290,Each of the hearts is blue or brown.,heart,square,grey,brown,orange,blue,0,4,3,1,57582,57581,top,yes,brown,orange,blue,grey,2,1,heart,square,brown,orange,blue,grey,0,4,1,3,First
58,1,3,291,Fewer than three  of the squares are grey.,heart,square,orange,grey,blue,brown,2,2,4,0,57584,5,bottom,yes,brown,orange,blue,grey,4,5,better,,,,,,,,,,First
58,2,4,290,Each of the squares is blue or grey.,heart,square,brown,orange,blue,grey,0,4,1,3,57581,57582,bottom,no,brown,orange,blue,grey,1,2,heart,square,grey,brown,orange,blue,0,4,3,1,First
58,2,4,291,Fewer than three  of the hearts are blue.,heart,square,orange,grey,blue,brown,2,2,4,0,57584,5,top,no,brown,orange,blue,grey,4,5,better,,,,,,,,,,First
59,1,2,300,Each of the hearts is purple or orange.,heart,cross,blue,orange,black,purple,0,4,1,3,59601,59602,top,yes,blue,orange,black,purple,1,2,heart,cross,purple,blue,orange,black,0,4,3,1,First
59,1,2,301,Fewer than three  of the crosses are black.,heart,cross,blue,black,purple,orange,0,4,2,2,59603,5,bottom,yes,blue,orange,black,purple,3,5,better,,,,,,,,,,First
59,2,3,300,Each of the crosses is orange or black.,heart,cross,purple,blue,orange,black,0,4,3,1,59602,59601,bottom,no,blue,orange,black,purple,2,1,heart,cross,blue,orange,black,purple,0,4,1,3,First
59,2,3,301,Fewer than three  of the hearts are purple.,heart,cross,blue,black,purple,orange,0,4,2,2,59603,5,top,no,blue,orange,black,purple,3,5,better,,,,,,,,,,First
60,1,4,300,Each of the hearts is black or blue.,heart,cross,purple,blue,orange,black,0,4,3,1,59602,59601,top,yes,blue,orange,black,purple,2,1,heart,cross,blue,orange,black,purple,0,4,1,3,First
60,1,4,301,Fewer than three  of the crosses are purple.,heart,cross,orange,purple,black,blue,2,2,4,0,59604,5,bottom,yes,blue,orange,black,purple,4,5,better,,,,,,,,,,First
60,2,1,300,Each of the crosses is black or purple.,heart,cross,blue,orange,black,purple,0,4,1,3,59601,59602,bottom,no,blue,orange,black,purple,1,2,heart,cross,purple,blue,orange,black,0,4,3,1,First
60,2,1,301,Fewer than three  of the hearts are black.,heart,cross,orange,purple,black,blue,2,2,4,0,59604,5,top,no,blue,orange,black,purple,4,5,better,,,,,,,,,,First
61,1,3,310,Each of the squares is pink or brown.,square,triangle,yellow,brown,green,pink,0,4,1,3,61621,61622,top,yes,yellow,brown,green,pink,1,2,square,triangle,pink,yellow,brown,green,0,4,3,1,First
61,1,3,311,Fewer than three  of the triangles are green.,square,triangle,yellow,green,pink,brown,0,4,2,2,61623,5,bottom,yes,yellow,brown,green,pink,3,5,better,,,,,,,,,,First
61,2,4,310,Each of the triangles is brown or green.,square,triangle,pink,yellow,brown,green,0,4,3,1,61622,61621,bottom,no,yellow,brown,green,pink,2,1,square,triangle,yellow,brown,green,pink,0,4,1,3,First
61,2,4,311,Fewer than three  of the squares are pink.,square,triangle,yellow,green,pink,brown,0,4,2,2,61623,5,top,no,yellow,brown,green,pink,3,5,better,,,,,,,,,,First
62,1,1,310,Each of the squares is green or yellow.,square,triangle,pink,yellow,brown,green,0,4,3,1,61622,61621,top,yes,yellow,brown,green,pink,2,1,square,triangle,yellow,brown,green,pink,0,4,1,3,First
62,1,1,311,Fewer than three  of the triangles are pink.,square,triangle,brown,pink,green,yellow,2,2,4,0,61624,5,bottom,yes,yellow,brown,green,pink,4,5,better,,,,,,,,,,First
62,2,2,310,Each of the triangles is green or pink.,square,triangle,yellow,brown,green,pink,0,4,1,3,61621,61622,bottom,no,yellow,brown,green,pink,1,2,square,triangle,pink,yellow,brown,green,0,4,3,1,First
62,2,2,311,Fewer than three  of the squares are green.,square,triangle,brown,pink,green,yellow,2,2,4,0,61624,5,top,no,yellow,brown,green,pink,4,5,better,,,,,,,,,,First
63,1,4,320,Each of the squares is purple or green.,square,heart,turquoise,green,grey,purple,0,4,1,3,63641,63642,top,yes,turquoise,green,grey,purple,1,2,square,heart,purple,turquoise,green,grey,0,4,3,1,First
63,1,4,321,Fewer than three  of the hearts are grey.,square,heart,turquoise,grey,purple,green,0,4,2,2,63643,5,bottom,yes,turquoise,green,grey,purple,3,5,better,,,,,,,,,,First
63,2,1,320,Each of the hearts is green or grey.,square,heart,purple,turquoise,green,grey,0,4,3,1,63642,63641,bottom,no,turquoise,green,grey,purple,2,1,square,heart,turquoise,green,grey,purple,0,4,1,3,First
63,2,1,321,Fewer than three  of the squares are purple.,square,heart,turquoise,grey,purple,green,0,4,2,2,63643,5,top,no,turquoise,green,grey,purple,3,5,better,,,,,,,,,,First
64,1,2,320,Each of the squares is grey or turquoise.,square,heart,purple,turquoise,green,grey,0,4,3,1,63642,63641,top,yes,turquoise,green,grey,purple,2,1,square,heart,turquoise,green,grey,purple,0,4,1,3,First
64,1,2,321,Fewer than three  of the hearts are purple.,square,heart,green,purple,grey,turquoise,2,2,4,0,63644,5,bottom,yes,turquoise,green,grey,purple,4,5,better,,,,,,,,,,First
64,2,3,320,Each of the hearts is grey or purple.,square,heart,turquoise,green,grey,purple,0,4,1,3,63641,63642,bottom,no,turquoise,green,grey,purple,1,2,square,heart,purple,turquoise,green,grey,0,4,3,1,First
64,2,3,321,Fewer than three  of the squares are grey.,square,heart,turquoise,turquoise,turquoise,turquoise,2,2,4,0,63644,5,top,no,turquoise,turquoise,turquoise,turquoise,4,5,better,,,,,,,,,,First
65,1,1,330,Each of the squares is brown or blue.,square,cross,orange,blue,grey,brown,0,4,1,3,65661,65662,top,yes,orange,blue,grey,brown,1,2,square,cross,brown,orange,blue,grey,0,4,3,1,First
65,1,1,331,Fewer than three  of the crosses are grey.,square,cross,orange,grey,brown,blue,0,4,2,2,65663,5,bottom,yes,orange,blue,grey,brown,3,5,better,,,,,,,,,,First
65,2,2,330,Each of the crosses is blue or grey.,square,cross,brown,orange,blue,grey,0,4,3,1,65662,65661,bottom,no,orange,blue,grey,brown,2,1,square,cross,orange,blue,grey,brown,0,4,1,3,First
65,2,2,331,Fewer than three  of the squares are brown.,square,cross,orange,grey,brown,blue,0,4,2,2,65663,5,top,no,orange,blue,grey,brown,3,5,better,,,,,,,,,,First
66,1,3,330,Each of the squares is grey or orange.,square,cross,brown,orange,blue,grey,0,4,3,1,65662,65661,top,yes,orange,blue,grey,brown,2,1,square,cross,orange,blue,grey,brown,0,4,1,3,First
66,1,3,331,Fewer than three  of the crosses are brown.,square,cross,blue,brown,grey,orange,2,2,4,0,65664,5,bottom,yes,orange,blue,grey,brown,4,5,better,,,,,,,,,,First
66,2,4,330,Each of the crosses is grey or brown.,square,cross,orange,blue,grey,brown,0,4,1,3,65661,65662,bottom,no,orange,blue,grey,brown,1,2,square,cross,brown,orange,blue,grey,0,4,3,1,First
66,2,4,331,Fewer than three  of the squares are grey.,square,cross,blue,brown,grey,orange,2,2,4,0,65664,5,top,no,orange,blue,grey,brown,4,5,better,,,,,,,,,,First
67,1,2,340,Each of the crosses is blue or black.,cross,triangle,orange,black,purple,blue,0,4,1,3,67681,67682,top,yes,orange,black,purple,blue,1,2,cross,triangle,blue,orange,black,purple,0,4,3,1,First
67,1,2,341,Fewer than three  of the triangles are purple.,cross,triangle,orange,purple,blue,black,0,4,2,2,67683,5,bottom,yes,orange,black,purple,blue,3,5,better,,,,,,,,,,First
67,2,3,340,Each of the triangles is black or purple.,cross,triangle,blue,orange,black,purple,0,4,3,1,67682,67681,bottom,no,orange,black,purple,blue,2,1,cross,triangle,orange,black,purple,blue,0,4,1,3,First
67,2,3,341,Fewer than three  of the crosses are blue.,cross,triangle,orange,purple,blue,black,0,4,2,2,67683,5,top,no,orange,black,purple,blue,3,5,better,,,,,,,,,,First
68,1,4,340,Each of the crosses is purple or orange.,cross,triangle,blue,orange,black,purple,0,4,3,1,67682,67681,top,yes,orange,black,purple,blue,2,1,cross,triangle,orange,black,purple,blue,0,4,1,3,First
68,1,4,341,Fewer than three  of the triangles are blue.,cross,triangle,black,blue,purple,orange,2,2,4,0,67684,5,bottom,yes,orange,black,purple,blue,4,5,better,,,,,,,,,,First
68,2,1,340,Each of the triangles is purple or blue.,cross,triangle,orange,black,purple,blue,0,4,1,3,67681,67682,bottom,no,orange,black,purple,blue,1,2,cross,triangle,blue,orange,black,purple,0,4,3,1,First
68,2,1,341,Fewer than three  of the crosses are purple.,cross,triangle,black,blue,purple,orange,2,2,4,0,67684,5,top,no,orange,black,purple,blue,4,5,better,,,,,,,,,,First
69,1,3,350,Each of the crosses is yellow or green.,cross,heart,brown,green,pink,yellow,0,4,1,3,69701,69702,top,yes,brown,green,pink,yellow,1,2,cross,heart,yellow,brown,green,pink,0,4,3,1,First
69,1,3,351,Fewer than three  of the hearts are pink.,cross,heart,brown,pink,yellow,green,0,4,2,2,69703,5,bottom,yes,brown,green,pink,yellow,3,5,better,,,,,,,,,,First
69,2,4,350,Each of the hearts is green or pink.,cross,heart,yellow,brown,green,pink,0,4,3,1,69702,69701,bottom,no,brown,green,pink,yellow,2,1,cross,heart,brown,green,pink,yellow,0,4,1,3,First
69,2,4,351,Fewer than three  of the crosses are yellow.,cross,heart,brown,pink,yellow,green,0,4,2,2,69703,5,top,no,brown,green,pink,yellow,3,5,better,,,,,,,,,,First
70,1,1,350,Each of the crosses is pink or brown.,cross,heart,yellow,brown,green,pink,0,4,3,1,69702,69701,top,yes,brown,green,pink,yellow,2,1,cross,heart,brown,green,pink,yellow,0,4,1,3,First
70,1,1,351,Fewer than three  of the hearts are yellow.,cross,heart,green,yellow,pink,brown,2,2,4,0,69704,5,bottom,yes,brown,green,pink,yellow,4,5,better,,,,,,,,,,First
70,2,2,350,Each of the hearts is pink or yellow.,cross,heart,brown,green,pink,yellow,0,4,1,3,69701,69702,bottom,no,brown,green,pink,yellow,1,2,cross,heart,yellow,brown,green,pink,0,4,3,1,First
