item,condition,list,position_in_list,sentence,shape_top_1,shape_bottom_1,colour1_top_1,colour2_top_1,colour1_bottom_1,colour2_bottom_1,n_colour1_top_1,n_colour2_top_1,n_colour1_bottom_1,n_colour2_bottom_1,first_picture_label,second_picture_label,position_mentioned_object,zero,color1,color2,color3,color4,picture_type_A,picture_type_B,shape_top_2,shape_bottom_2,colour1_top_2,colour2_top_2,colour1_bottom_2,colour2_bottom_2,n_colour1_top_2,n_colour2_top_2,n_colour1_bottom_2,n_colour2_bottom_2,correct_card
1033,12,1000,466,Exactly Half of the circles are blue.,circle,cross,black,orange,green,blue,0,4,3,1,1144,5,bottom,yes,orange,blue,green,purple,1,2,better,,,,,,,,,,Second
1033,13,1000,467,Three circles are black and four crosses are blue.,circle,cross,black,orange,green,blue,3,1,0,4,1143,5,both,yes,orange,blue,green,purple,3,5,better,,,,,,,,,,First
1033,13,1000,475,There are neither exactly two blue crosses nor exactly three orange circles.,circle,cross,black,orange,green,blue,3,1,0,4,1143,5,both,no,orange,blue,green,purple,2,1,better,,,,,,,,,,First
1033,13,1000,476,There are exactly three green crosses.,circle,cross,black,orange,green,blue,0,4,3,1,1144,5,bottom,no,orange,blue,green,purple,3,5,better,,,,,,,,,,First
1014,11,1000,477,There are exactly four brown crosses.,cross,square,green,brown,yellow,brown,0,4,1,3,1145,1146,top,yes,orange,blue,green,purple,2,1,cross,square,green,yellow,yellow,brown,0,4,3,1,First
1014,11,1000,485,Exactly one square is brown.,cross,square,green,yellow,yellow,brown,0,4,3,1,1146,1145,bottom,yes,orange,blue,green,purple,4,5,cross,square,green,brown,yellow,brown,0,4,1,3,First
1014,11,1000,486,There are between two and four brown squares.,cross,square,green,brown,yellow,brown,0,4,1,3,1145,1146,bottom,no,orange,blue,green,purple,1,2,cross,square,green,yellow,yellow,brown,0,4,3,1,First
1014,11,1000,487,There are between two and four yellow crosses,cross,square,green,yellow,yellow,brown,0,4,3,1,1146,1145,top,no,orange,blue,green,purple,4,5,cross,square,green,brown,yellow,brown,0,4,1,3,First
1014,11,1000,495,There are neither exactly two brown crosses nor exactly three brown squares.,cross,square,green,yellow,yellow,brown,0,4,3,1,1146,1145,both,yes,purple,yellow,black,grey,1,2,cross,square,green,brown,yellow,brown,0,4,1,3,First
1014,11,1000,496,There are neither exactly two brown crosses nor exactly three yellow squares.,cross,square,green,brown,yellow,brown,0,4,1,3,1145,1146,both,yes,purple,yellow,black,grey,3,5,cross,square,green,yellow,yellow,brown,0,4,3,1,First
1014,12,1000,497,Exactly three squares are yellow.,cross,square,green,brown,yellow,brown,0,4,1,3,1145,5,bottom,no,purple,yellow,black,grey,2,1,better,,,,,,,,,,Second
1014,12,1000,505,Exactly Half of the crosses are yellow.,cross,square,green,brown,yellow,brown,0,4,1,3,1145,5,top,no,purple,yellow,black,grey,3,5,better,,,,,,,,,,Second
1014,12,1000,506,Exactly Half of the crosses are brown.,cross,square,green,yellow,yellow,brown,0,4,3,1,1146,5,top,yes,purple,yellow,black,grey,2,1,better,,,,,,,,,,Second
1014,13,1000,507,Exactly three squares are yellow.,cross,square,green,yellow,yellow,brown,0,4,3,1,1146,5,bottom,yes,purple,yellow,black,grey,4,5,better,,,,,,,,,,First
1014,13,1000,515,There are seven brown shapes.,cross,square,green,brown,yellow,brown,0,4,1,3,1145,5,both,no,purple,yellow,black,grey,1,2,better,,,,,,,,,,First
1024,11,1000,516,There are exactly two green hearts.,heart,triangle,green,brown,green,brown,2,2,1,3,1151,1152,top,no,purple,yellow,black,grey,4,5,heart,triangle,green,brown,green,brown,1,3,2,2,First
1024,11,1000,517,There are neither exactly two green hearts nor exactly four brown hearts.,heart,triangle,green,brown,green,brown,1,3,2,2,1152,1151,top,yes,red,brown,black,blue,1,2,heart,triangle,green,brown,green,brown,2,2,1,3,First
1024,11,1000,525,There are exactly three brown triangles.,heart,triangle,green,brown,green,brown,2,2,1,3,1151,1152,bottom,yes,red,brown,black,blue,3,5,heart,triangle,green,brown,green,brown,1,3,2,2,First
1024,11,1000,526,Exactly Half of the triangles are green.,heart,triangle,green,brown,green,brown,1,3,2,2,1152,1151,bottom,no,red,brown,black,blue,2,1,heart,triangle,green,brown,green,brown,2,2,1,3,First
1024,11,1000,527,The number of hearts in each color is the same.,heart,triangle,green,brown,green,brown,2,2,1,3,1151,1152,top,no,red,brown,black,blue,3,5,heart,triangle,green,brown,green,brown,1,3,2,2,First
1024,11,1000,535,Exactly Half of the triangles are brown.,heart,triangle,green,brown,green,brown,1,3,2,2,1152,1151,bottom,yes,red,brown,black,blue,2,1,heart,triangle,green,brown,green,brown,2,2,1,3,First
1024,12,1000,536,Exactly Half of the hearts are brown.,heart,triangle,green,brown,green,brown,2,2,1,3,1151,5,top,yes,red,brown,black,blue,4,5,better,,,,,,,,,,First
1024,12,1000,537,The number of triangles in each color is the same.,heart,triangle,green,brown,green,brown,2,2,1,3,1151,5,bottom,no,red,brown,black,blue,1,2,better,,,,,,,,,,Second
1024,12,1000,545,There are two hearts of each color.,heart,triangle,green,brown,green,brown,1,3,2,2,1152,5,top,no,red,brown,black,blue,4,5,better,,,,,,,,,,Second
1024,13,1000,546,There are two triangles of each color.,heart,triangle,green,brown,green,brown,1,3,2,2,1152,5,bottom,yes,pink,green,yellow,black,1,2,better,,,,,,,,,,First
1024,13,1000,547,There are exactly two green triangles and exactly two brown triangles.,heart,triangle,green,brown,green,brown,1,3,2,2,1152,5,bottom,yes,pink,green,yellow,black,3,5,better,,,,,,,,,,First
1024,13,1000,555,There are exactly three green hearts.,heart,triangle,green,brown,green,brown,2,2,1,3,1151,5,top,no,pink,green,yellow,black,2,1,better,,,,,,,,,,Second
1034,11,1000,556,There are between two and four green hearts.,heart,circle,green,brown,yellow,pink,3,1,0,4,1157,1158,top,no,pink,green,yellow,black,3,5,heart,circle,green,brown,yellow,pink,0,4,3,1,First
1034,11,1000,557,There are between one and three pink circles.,heart,circle,green,brown,yellow,pink,0,4,3,1,1158,1157,bottom,yes,pink,green,yellow,black,2,1,heart,circle,green,brown,yellow,pink,3,1,0,4,First
1034,11,1000,565,Exactly four circles are pink.,heart,circle,green,brown,yellow,pink,3,1,0,4,1157,1158,bottom,yes,pink,green,yellow,black,4,5,heart,circle,green,brown,yellow,pink,0,4,3,1,First
1034,11,1000,566,Exactly four hearts are brown.,heart,circle,green,brown,yellow,pink,0,4,3,1,1158,1157,top,no,pink,green,yellow,black,1,2,heart,circle,green,brown,yellow,pink,3,1,0,4,First
1034,11,1000,567,Exactly one shape is brown.,heart,circle,green,brown,yellow,pink,3,1,0,4,1157,1158,both,no,pink,green,yellow,black,4,5,heart,circle,green,brown,yellow,pink,0,4,3,1,First
1034,11,1000,575,Exactly four shapes are pink.,heart,circle,green,brown,yellow,pink,0,4,3,1,1158,1157,both,yes,orange,turquoise,pink,grey,1,2,heart,circle,green,brown,yellow,pink,3,1,0,4,Second
1034,12,1000,576,The number of hearts in each color is the same.,heart,circle,green,brown,yellow,pink,3,1,0,4,1157,5,top,yes,orange,turquoise,pink,grey,3,5,better,,,,,,,,,,Second
1034,12,1000,577,The number of circles in each color is the same.,heart,circle,green,brown,yellow,pink,0,4,3,1,1158,5,bottom,no,orange,turquoise,pink,grey,2,1,better,,,,,,,,,,Second
1034,12,1000,585,Exactly Half of the hearts are pink.,heart,circle,green,brown,yellow,pink,0,4,3,1,1158,5,bottom,no,orange,turquoise,pink,grey,3,5,better,,,,,,,,,,Second
1034,13,1000,586,Three hearts are green and four circles are pink.,heart,circle,green,brown,yellow,pink,3,1,0,4,1157,5,both,yes,orange,turquoise,pink,grey,2,1,better,,,,,,,,,,First
1034,13,1000,587,There are neither exactly two pink circles nor exactly three brown hearts.,heart,circle,green,brown,yellow,pink,3,1,0,4,1157,5,both,yes,orange,turquoise,pink,grey,4,5,better,,,,,,,,,,First
1034,13,1000,595,There are exactly three yellow circles.,heart,circle,green,brown,yellow,pink,0,4,3,1,1158,5,bottom,no,orange,turquoise,pink,grey,1,2,better,,,,,,,,,,First
1015,11,1000,596,There are exactly four orange circles.,circle,square,grey,orange,green,orange,0,4,1,3,1147,1148,top,yes,orange,red,yellow,purple,1,2,circle,square,grey,green,green,orange,0,4,3,1,First
1015,11,1000,597,Exactly one square is orange.,circle,square,grey,green,green,orange,0,4,3,1,1148,1147,bottom,yes,orange,red,yellow,purple,3,5,circle,square,grey,orange,green,orange,0,4,1,3,First
1015,11,1000,605,There are between two and four orange squares.,circle,square,grey,orange,green,orange,0,4,1,3,1147,1148,bottom,no,orange,red,yellow,purple,2,1,circle,square,grey,green,green,orange,0,4,3,1,First
1015,11,1000,606,There are between two and four green circles,circle,square,grey,green,green,orange,0,4,3,1,1148,1147,top,no,orange,red,yellow,purple,3,5,circle,square,grey,orange,green,orange,0,4,1,3,First
1015,11,1000,607,There are neither exactly two orange circles nor exactly three orange squares.,circle,square,grey,green,green,orange,0,4,3,1,1148,1147,both,yes,orange,red,yellow,purple,2,1,circle,square,grey,orange,green,orange,0,4,1,3,First
1015,11,1000,615,There are neither exactly two orange circles nor exactly three green squares.,circle,square,grey,orange,green,orange,0,4,1,3,1147,1148,both,yes,orange,red,yellow,purple,4,5,circle,square,grey,green,green,orange,0,4,3,1,First
1015,12,1000,616,Exactly three squares are green.,circle,square,grey,orange,green,orange,0,4,1,3,1147,5,bottom,no,orange,red,yellow,purple,1,2,better,,,,,,,,,,Second
1015,12,1000,617,Exactly Half of the circles are green.,circle,square,grey,orange,green,orange,0,4,1,3,1147,5,top,no,orange,red,yellow,purple,4,5,better,,,,,,,,,,Second
1015,12,1000,625,Exactly Half of the circles are orange.,circle,square,grey,green,green,orange,0,4,3,1,1148,5,top,yes,orange,yellow,purple,red,1,2,better,,,,,,,,,,Second
1015,13,1000,626,Exactly three squares are green.,circle,square,grey,green,green,orange,0,4,3,1,1148,5,bottom,yes,orange,yellow,purple,red,3,5,better,,,,,,,,,,First
1015,13,1000,627,There are seven orange shapes.,circle,square,grey,orange,green,orange,0,4,1,3,1147,5,both,no,orange,yellow,purple,red,2,1,better,,,,,,,,,,First
1015,13,1000,635,There is exactly one orange shape.,circle,square,grey,green,green,orange,0,4,3,1,1148,5,both,no,orange,yellow,purple,red,3,5,better,,,,,,,,,,First
1025,11,1000,636,There are exactly two grey crosses.,cross,heart,grey,orange,grey,orange,2,2,1,3,1153,1154,top,no,orange,turquoise,pink,grey,4,5,cross,heart,grey,orange,grey,orange,1,3,2,2,First
1025,11,1000,637,There are neither exactly two orange crosses nor exactly four orange crosses.,cross,heart,grey,orange,grey,orange,1,3,2,2,1154,1153,top,yes,blue,grey,brown,orange,1,2,cross,heart,grey,orange,grey,orange,2,2,1,3,First
1025,11,1000,645,There are exactly three orange hearts.,cross,heart,grey,orange,grey,orange,2,2,1,3,1153,1154,bottom,yes,blue,grey,brown,orange,3,5,cross,heart,grey,orange,grey,orange,1,3,2,2,First
1025,11,1000,646,Exactly Half of the hearts are grey.,cross,heart,grey,orange,grey,orange,1,3,2,2,1154,1153,bottom,no,blue,grey,brown,orange,2,1,cross,heart,grey,orange,grey,orange,2,2,1,3,First
1025,11,1000,647,The number of crosses in each color is the same.,cross,heart,grey,orange,grey,orange,2,2,1,3,1153,1154,top,no,blue,grey,brown,orange,3,5,cross,heart,grey,orange,grey,orange,1,3,2,2,First
1025,11,1000,655,Exactly Half of the hearts are orange.,cross,heart,grey,orange,grey,orange,1,3,2,2,1154,1153,bottom,yes,blue,grey,brown,orange,2,1,cross,heart,grey,orange,grey,orange,2,2,1,3,First
1025,12,1000,656,Exactly Half of the crosses are orange.,cross,heart,grey,orange,grey,orange,2,2,1,3,1153,5,top,yes,blue,grey,brown,orange,4,5,better,,,,,,,,,,First
1025,12,1000,657,The number of hearts in each color is the same.,cross,heart,grey,orange,grey,orange,2,2,1,3,1153,5,bottom,no,blue,grey,brown,orange,1,2,better,,,,,,,,,,Second
1025,12,1000,665,There are two crosses of each color.,cross,heart,grey,orange,grey,orange,1,3,2,2,1154,5,top,no,blue,grey,brown,orange,4,5,better,,,,,,,,,,Second
1025,13,1000,666,There are two hearts of each color.,cross,heart,grey,orange,grey,orange,1,3,2,2,1154,5,bottom,yes,black,purple,blue,orange,1,2,better,,,,,,,,,,First
1025,13,1000,667,There are exactly two orange hearts and exactly two gray hearts.,cross,heart,grey,orange,grey,orange,1,3,2,2,1154,5,bottom,yes,black,purple,blue,orange,3,5,better,,,,,,,,,,First
1025,13,1000,675,There are exactly three grey crosses.,cross,heart,grey,orange,grey,orange,2,2,1,3,1153,5,top,no,black,purple,blue,orange,2,1,better,,,,,,,,,,Second
1035,11,1000,676,There are between two and four grey squares.,square,triangle,grey,orange,green,blue,3,1,0,4,1159,1160,top,no,blue,green,yellow,black,3,5,square,triangle,grey,orange,green,blue,0,4,3,1,First
1035,11,1000,677,There are between one and three blue triangles.,square,triangle,grey,orange,green,blue,0,4,3,1,1160,1159,bottom,yes,blue,green,yellow,black,2,1,square,triangle,grey,orange,green,blue,3,1,0,4,First
1035,11,1000,685,Exactly four triangles are blue.,square,triangle,grey,orange,green,blue,3,1,0,4,1159,1160,bottom,yes,blue,green,yellow,black,4,5,square,triangle,grey,orange,green,blue,0,4,3,1,First
1035,11,1000,686,Exactly four squares are orange.,square,triangle,grey,orange,green,blue,0,4,3,1,1160,1159,top,no,blue,green,yellow,black,1,2,square,triangle,grey,orange,green,blue,3,1,0,4,First
1035,11,1000,687,Exactly one shape is orange.,square,triangle,grey,orange,green,blue,3,1,0,4,1159,1160,both,no,blue,green,yellow,black,4,5,square,triangle,grey,orange,green,blue,0,4,3,1,First
1035,11,1000,695,Exactly four shapes are blue.,square,triangle,grey,orange,green,blue,0,4,3,1,1160,1159,both,yes,brown,turquoise,blue,grey,1,2,square,triangle,grey,orange,green,blue,3,1,0,4,Second
1035,12,1000,696,The number of squares in each color is the same.,square,triangle,grey,orange,green,blue,3,1,0,4,1159,5,top,yes,brown,turquoise,blue,grey,3,5,better,,,,,,,,,,Second
1035,12,1000,697,The number of triangles in each color is the same.,square,triangle,grey,orange,green,blue,0,4,3,1,1160,5,bottom,no,brown,turquoise,blue,grey,2,1,better,,,,,,,,,,Second
1035,12,1000,705,Exactly Half of the squares are blue.,square,triangle,grey,orange,green,blue,0,4,3,1,1160,5,bottom,no,brown,turquoise,blue,grey,3,5,better,,,,,,,,,,Second
1035,13,1000,706,Three squares are grey and four triangles are blue.,square,triangle,grey,orange,green,blue,3,1,0,4,1159,5,both,yes,brown,turquoise,blue,grey,2,1,better,,,,,,,,,,First
1035,13,1000,707,There are neither exactly two blue triangles nor exactly three orange squares.,square,triangle,grey,orange,green,blue,3,1,0,4,1159,5,both,yes,brown,turquoise,blue,grey,4,5,better,,,,,,,,,,First
1035,13,1000,715,There are exactly three green triangles.,square,triangle,grey,orange,green,blue,0,4,3,1,1160,5,bottom,no,brown,turquoise,blue,grey,1,2,better,,,,,,,,,,First
1016,11,1000,716,There are exactly four black triangles.,triangle,cross,orange,black,blue,black,0,4,1,3,1149,1150,top,yes,orange,blue,black,purple,1,2,triangle,cross,orange,blue,blue,black,0,4,3,1,First
1016,11,1000,717,Exactly one cross is black.,triangle,cross,orange,blue,blue,black,0,4,3,1,1150,1149,bottom,yes,orange,blue,black,purple,3,5,triangle,cross,orange,black,blue,black,0,4,1,3,First
1016,11,1000,725,There are between two and four black crosses.,triangle,cross,orange,black,blue,black,0,4,1,3,1149,1150,bottom,no,orange,blue,black,purple,2,1,triangle,cross,orange,blue,blue,black,0,4,3,1,First
1016,11,1000,726,There are between two and four blue triangles,triangle,cross,orange,blue,blue,black,0,4,3,1,1150,1149,top,no,orange,blue,black,purple,3,5,triangle,cross,orange,black,blue,black,0,4,1,3,First
1016,11,1000,727,There are neither exactly two black triangles nor exactly three black crosses.,triangle,cross,orange,blue,blue,black,0,4,3,1,1150,1149,both,yes,orange,blue,black,purple,2,1,triangle,cross,orange,black,blue,black,0,4,1,3,First
1016,11,1000,735,There are neither exactly two black triangles nor exactly three blue crosses.,triangle,cross,orange,black,blue,black,0,4,1,3,1149,1150,both,yes,orange,blue,black,purple,4,5,triangle,cross,orange,blue,blue,black,0,4,3,1,First
1016,12,1000,736,Exactly three crosses are blue.,triangle,cross,orange,black,blue,black,0,4,1,3,1149,5,bottom,no,orange,blue,black,purple,1,2,better,,,,,,,,,,Second
1016,12,1000,737,Exactly Half of the triangles are blue.,triangle,cross,orange,black,blue,black,0,4,1,3,1149,5,top,no,orange,blue,black,purple,4,5,better,,,,,,,,,,Second
1016,12,1000,745,Exactly Half of the triangles are black.,triangle,cross,orange,blue,blue,black,0,4,3,1,1150,5,top,yes,orange,black,purple,blue,1,2,better,,,,,,,,,,Second
1016,13,1000,746,Exactly three crosses are blue.,triangle,cross,orange,blue,blue,black,0,4,3,1,1150,5,bottom,yes,orange,black,purple,blue,3,5,better,,,,,,,,,,First
1016,13,1000,747,There are seven black shapes.,triangle,cross,orange,black,blue,black,0,4,1,3,1149,5,both,no,orange,black,purple,blue,2,1,better,,,,,,,,,,First
1016,13,1000,755,There is exactly one black shape.,triangle,cross,orange,blue,blue,black,0,4,3,1,1150,5,both,no,orange,black,purple,blue,3,5,better,,,,,,,,,,First
1026,11,1000,756,There are exactly two orange triangles.,triangle,heart,orange,black,orange,black,2,2,1,3,1155,1156,top,no,orange,turquoise,grey,grey,4,5,triangle,heart,orange,black,orange,black,1,3,2,2,First
1026,11,1000,757,There are neither exactly two black triangles nor exactly four black triangles.,triangle,heart,orange,black,orange,black,1,3,2,2,1156,1155,top,yes,blue,grey,brown,orange,1,2,triangle,heart,orange,black,orange,black,2,2,1,3,First
1026,11,1000,765,There are exactly three black hearts.,triangle,heart,orange,black,orange,black,2,2,1,3,1155,1156,bottom,yes,blue,grey,brown,orange,3,5,triangle,heart,orange,black,orange,black,1,3,2,2,First
1026,11,1000,766,Exactly Half of the hearts are orange.,triangle,heart,orange,black,orange,black,1,3,2,2,1156,1155,bottom,no,blue,grey,brown,orange,2,1,triangle,heart,orange,black,orange,black,2,2,1,3,First
1026,11,1000,767,The number of triangles in each color is the same.,triangle,heart,orange,black,orange,black,2,2,1,3,1155,1156,top,no,blue,grey,brown,orange,3,5,triangle,heart,orange,black,orange,black,1,3,2,2,First
1026,11,1000,775,Exactly Half of the hearts are black.,triangle,heart,orange,black,orange,black,1,3,2,2,1156,1155,bottom,yes,blue,grey,brown,orange,2,1,triangle,heart,orange,black,orange,black,2,2,1,3,First
1026,12,1000,776,Exactly Half of the triangles are black.,triangle,heart,orange,black,orange,black,2,2,1,3,1155,5,top,yes,blue,grey,brown,orange,4,5,better,,,,,,,,,,First
1026,12,1000,777,The number of hearts in each color is the same.,triangle,heart,orange,black,orange,black,2,2,1,3,1155,5,bottom,no,blue,grey,brown,orange,1,2,better,,,,,,,,,,Second
1026,12,1000,785,There are two triangles of each color.,triangle,heart,orange,black,orange,black,1,3,2,2,1156,5,top,no,blue,grey,brown,orange,4,5,better,,,,,,,,,,Second
1026,13,1000,786,There are two hearts of each color.,triangle,heart,orange,black,orange,black,1,3,2,2,1156,5,bottom,yes,green,purple,blue,orange,1,2,better,,,,,,,,,,First
1026,13,1000,787,There are exactly two black hearts and exactly two orange hearts.,triangle,heart,orange,black,orange,black,1,3,2,2,1156,5,bottom,yes,green,purple,blue,orange,3,5,better,,,,,,,,,,First
1026,13,1000,795,There are exactly three orange triangles.,triangle,heart,orange,black,orange,black,2,2,1,3,1155,5,top,no,green,purple,blue,orange,2,1,better,,,,,,,,,,Second
1036,11,1000,796,There are between two and four orange squares.,square,cross,orange,black,blue,green,3,1,0,4,1161,1162,top,yes,green,grey,purple,turquoise,1,2,square,cross,orange,black,blue,green,0,4,3,1,First
1036,11,1000,797,There are between one and three green crosses.,square,cross,orange,black,blue,green,0,4,3,1,1162,1161,bottom,yes,green,grey,purple,turquoise,3,5,square,cross,orange,black,blue,green,3,1,0,4,First
1036,11,1000,805,Exactly four crosses are green.,square,cross,orange,black,blue,green,3,1,0,4,1161,1162,bottom,no,green,grey,purple,turquoise,2,1,square,cross,orange,black,blue,green,0,4,3,1,First
1036,11,1000,806,Exactly four squares are black.,square,cross,orange,black,blue,green,0,4,3,1,1162,1161,top,no,green,grey,purple,turquoise,3,5,square,cross,orange,black,blue,green,3,1,0,4,First
1036,11,1000,807,Exactly one shape is black.,square,cross,orange,black,blue,green,3,1,0,4,1161,1162,both,yes,green,grey,purple,turquoise,2,1,square,cross,orange,black,blue,green,0,4,3,1,First
1036,11,1000,815,Exactly four shapes are green.,square,cross,orange,black,blue,green,0,4,3,1,1162,1161,both,yes,green,grey,purple,turquoise,4,5,square,cross,orange,black,blue,green,3,1,0,4,Second
1036,12,1000,816,The number of squares in each color is the same.,square,cross,orange,black,blue,green,3,1,0,4,1161,5,top,no,green,grey,purple,turquoise,1,2,better,,,,,,,,,,Second
1036,12,1000,817,The number of crosses in each color is the same.,square,cross,orange,black,blue,green,0,4,3,1,1162,5,bottom,no,green,grey,purple,turquoise,4,5,better,,,,,,,,,,Second
1036,12,1000,825,Exactly Half of the squares are green.,square,cross,orange,black,blue,green,0,4,3,1,1162,5,bottom,yes,orange,blue,green,purple,1,2,better,,,,,,,,,,Second
1036,13,1000,826,Three squares are orange and four crosses are green.,square,cross,orange,black,blue,green,3,1,0,4,1161,5,both,yes,orange,blue,green,purple,3,5,better,,,,,,,,,,First
1036,13,1000,827,There are neither exactly two green crosses nor exactly three black squares.,square,cross,orange,black,blue,green,3,1,0,4,1161,5,both,no,orange,blue,green,purple,2,1,better,,,,,,,,,,First
1036,13,1000,835,There are exactly three blue crosses.,square,cross,orange,black,blue,green,0,4,3,1,1162,5,bottom,no,orange,blue,green,purple,3,5,better,,,,,,,,,,First
